original_word,meaning,generated_word,model,language,trial
갈쌍,눈에 눈물이 넘칠 듯이 가득하게 고이는 모양.,가상의 어휘,qwen3-8b,ko,trial2
갈쌍갈쌍,눈에 눈물이 넘칠 듯이 자꾸 가득하게 고이는 모양.,마루,qwen3-8b,ko,trial2
갈씬갈씬,겨우 조금 닿을락 말락 하는 모양.,아르리르,qwen3-8b,ko,trial2
갈팡질팡,갈피를 잡지 못하고 이리저리 헤매는 모양.,"또는 귀신, 괴물, 정신에 집중해서 ...",qwen3-8b,ko,trial2
갉작갉작,날카롭고 뾰족한 끝으로 자꾸 바닥이나 거죽을 문지르는 모양.,의미,qwen3-8b,ko,trial2
갉죽갉죽,자꾸 무디게 갉는 모양.,"예를 들어, ""나는 이 책을 자꾸 무...",qwen3-8b,ko,trial2
감감,멀어서 아득한 모양.,하라라라,qwen3-8b,ko,trial2
감숭감숭,잔털 따위가 드물게 나서 가무스름한 모양.,리에라,qwen3-8b,ko,trial2
감실감실,"사람이나 물체, 빛 따위가 먼 곳에서 자꾸 아렴풋이 움직이는 모양.","또는, 빛이 부드럽게 가리고 보이지 ...",qwen3-8b,ko,trial2
감작감작,검은 점이나 얼룩이 자잘하게 여기저기 박혀 있는 모양.,,qwen3-8b,ko,trial2
강동,조금 짧은 다리로 가볍게 뛰는 모양.,"놀이, 경기, 또는 일상생활에서의 움...",qwen3-8b,ko,trial2
강동강동,조금 짧은 다리로 가볍게 계속해서 뛰는 모양.,이즈,qwen3-8b,ko,trial2
강장,짧은 다리를 모으고 가볍게 내뛰는 모양.,어리고 무거운 것을 태워버린다. (일...,qwen3-8b,ko,trial2
강장강장,짧은 다리를 모으고 자꾸 가볍게 내뛰는 모양.,타리타리,qwen3-8b,ko,trial2
강중,짧은 다리를 모으고 힘 있게 솟구쳐 뛰는 모양.,text,qwen3-8b,ko,trial2
강중강중,짧은 다리를 모으고 자꾸 힘 있게 솟구쳐 뛰는 모양.,믹야리어,qwen3-8b,ko,trial2
개골개골,개구리가 자꾸 우는 소리.,kwa,qwen3-8b,ko,trial2
개굴개굴,개구리가 잇따라 우는 소리.,"(가장 적절한 표현을 선택하세요) 
...",qwen3-8b,ko,trial2
개신개신,게으르거나 기운이 없어 나릿나릿 자꾸 힘없이 행동하는 모양.,의미,qwen3-8b,ko,trial2
개웃,고개나 몸 따위를 한쪽으로 귀엽게 조금 기울이는 모양.,가방,qwen3-8b,ko,trial2
개을리,움직이거나 일하기를 싫어하는 모양.,믹야리어,qwen3-8b,ko,trial2
개코쥐코,쓸데없는 이야기로 이러쿵저러쿵하는 모양.,의미,qwen3-8b,ko,trial2
갭직갭직,여럿이 다 생각보다 조금 가벼운 듯한 모양.,의미,qwen3-8b,ko,trial2
갸름갸름,여럿이 다 보기 좋을 정도로 조금 가늘고 긴 듯한 모양.,"또는 그런 모양을 가리키는 말

가상...",qwen3-8b,ko,trial2
갸릉갸릉,목구멍에 가래가 조금씩 자꾸 걸리는 소리.,"마치 씹은 땀을 토했을 때처럼, 끊임...",qwen3-8b,ko,trial2
갸우뚱,물체가 한쪽으로 약간 갸울어지는 모양.,타오르,qwen3-8b,ko,trial2
갸우뚱갸우뚱,물체가 이쪽저쪽으로 자꾸 갸울어지며 흔들리는 모양.,"물체가 계속해서 한쪽으로는 안고, 다...",qwen3-8b,ko,trial2
갸웃,고개나 몸 따위를 한쪽으로 조금 갸울이는 모양.,"""기울이다""의 어미로 쓰는 데서 유래...",qwen3-8b,ko,trial2
갸웃갸웃,고개나 몸 따위를 이쪽저쪽으로 조금씩 자꾸 갸울이는 모양.,"특히, 걱정이 있어서 어깨가 푸석푸석...",qwen3-8b,ko,trial2
걀걀,암탉이나 갈매기 따위가 내는 소리.,시르르,qwen3-8b,ko,trial2
걀쭉걀쭉,여럿이 다 보기 좋을 정도로 조금 긴 모양.,,qwen3-8b,ko,trial2
걀쯤걀쯤,여럿이 다 꽤 갸름한 모양.,라라,qwen3-8b,ko,trial2
걀찍걀찍,여럿이 다 길이가 알맞게 긴 듯한 모양.,모양,qwen3-8b,ko,trial2
거덕거덕,물기나 풀기가 있는 물체의 거죽이 조금 말라서 뻣뻣한 상태.,의미,qwen3-8b,ko,trial2
거덜거덜,살림이나 사업 따위가 흔들리어 결딴날 듯이 위태로운 모양.,"예시: ""가만"" 은 ""가만""을 의미하...",qwen3-8b,ko,trial2
거둠거둠,손으로 여러 번 거두어 쥐는 모양.,"손의 움직임을 나타내는 것으로, 손가...",qwen3-8b,ko,trial2
거드럭거드럭,거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,의미,qwen3-8b,ko,trial2
거든거든,다루기에 여럿이 다 또는 매우 거볍고 간편하거나 손쉬운 상태.,"예시 : ""타락""이라는 단어를 ""다""...",qwen3-8b,ko,trial2
거들먹거들먹,신이 나서 잘난 체하며 함부로 자꾸 거만하게 행동하는 모양.,"태도. (문예 해석, 인물 묘사 등에...",qwen3-8b,ko,trial2
거듬거듬,흩어져 있거나 널려 있는 것들을 대강 자꾸 모으는 모양.,의미,qwen3-8b,ko,trial2
거뜬거뜬,다루기에 여럿이 다 또는 매우 거볍고 간편하거나 손쉬운 상태.,결과,qwen3-8b,ko,trial2
거물거물,약한 불빛 따위가 사라질 듯 말 듯 자꾸 움직이는 모양.,할레라,qwen3-8b,ko,trial2
거뭇거뭇,군데군데 거무스름한 모양.,또는 부드러운 색조의 조합으로 이루어...,qwen3-8b,ko,trial2
거분거분,들기 좋을 정도로 여럿이 다 또는 매우 거벼운 모양.,의미,qwen3-8b,ko,trial2
거불거불,거볍게 흔들려 자꾸 움직이는 모양.,도르루,qwen3-8b,ko,trial2
거붓거붓,여럿이 다 조금 거벼운 듯한 느낌.,"예를 들어, ""모든 것이 조금씩 불안...",qwen3-8b,ko,trial2
거뿐거뿐,들기 좋을 정도로 여럿이 다 또는 매우 거벼운 모양.,예시,qwen3-8b,ko,trial2
거뿟거뿟,여럿이 다 조금 거벼운 듯한 느낌.,의미,qwen3-8b,ko,trial2
거슬거슬,살결이나 물건의 거죽이 매끄럽지 않고 거칠하거나 뻣뻣한 모양.,시르라,qwen3-8b,ko,trial2
거슴츠레,졸리거나 술에 취해서 눈이 흐리멍덩하며 거의 감길 듯한 모양.,문법,qwen3-8b,ko,trial2
거춤거춤,일을 대강대강 하는 모양.,하하,qwen3-8b,ko,trial2
거충거충,일을 세밀하지는 못하여도 쉽고 빠르게 하는 모양.,다름,qwen3-8b,ko,trial2
거치적거치적,거추장스럽게 여기저기 자꾸 거치거나 닿는 모양.,의미,qwen3-8b,ko,trial2
거칠거칠,여러 군데가 몹시 윤기가 없고 거친 모양.,"윤기 없고 거칠고, 부드러움도 없고 ...",qwen3-8b,ko,trial2
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,자르고,qwen3-8b,ko,trial3
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,"또는 그 상태로 있는 물체.
예시 :...",qwen3-8b,ko,trial3
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.",의미: 어린아이의 겨드랑이를 치켜들고...,qwen3-8b,ko,trial3
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,한국어,qwen3-8b,ko,trial3
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,고양이,qwen3-8b,ko,trial3
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,"충만한 상태.
예시 : 채색, 충만,...",qwen3-8b,ko,trial3
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,가득,qwen3-8b,ko,trial3
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,의미,qwen3-8b,ko,trial3
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,"이는 주로 특정한 상황에서, 자신이 ...",qwen3-8b,ko,trial3
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,다다익다,qwen3-8b,ko,trial3
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,shzr,qwen3-8b,ko,trial4
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,"(예: 풍화된 광맥, 낡은 종이, 건...",qwen3-8b,ko,trial4
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.",이상적 기호,qwen3-8b,ko,trial4
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,"ㅠ
Okay, I need to cr...",qwen3-8b,ko,trial4
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,"""아하하, 우습지, 그건 안될 거야....",qwen3-8b,ko,trial4
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,의미,qwen3-8b,ko,trial4
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,miky,qwen3-8b,ko,trial4
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,할리스,qwen3-8b,ko,trial4
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,추가 설명,qwen3-8b,ko,trial4
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,단어,qwen3-8b,ko,trial4
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,의미,qwen3-8b,ko,trial5
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,"[의미] : 물건이 떨어진 상태. 
[결과] :",qwen3-8b,ko,trial5
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.",어른의 손이 아이의 팔다리에 끌어당기...,qwen3-8b,ko,trial5
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,"""몸집이 작은 사람이 엉덩이를 잇따라...",qwen3-8b,ko,trial5
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,어조로는 조금은 귀여운 편이야. (e...,qwen3-8b,ko,trial5
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,frof,qwen3-8b,ko,trial5
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,가득 차 있는 상태. 또는 이에 비유...,qwen3-8b,ko,trial5
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,결과,qwen3-8b,ko,trial5
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,bafu,qwen3-8b,ko,trial5
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,fleek,qwen3-8b,ko,trial5
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,곤충의 다리로 만든 편평한 나뭇가지가...,qwen3-8b,ko,trial6
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,kroth,qwen3-8b,ko,trial6
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.","어를 때에 아이가 놀란 모양.
""어린...",qwen3-8b,ko,trial6
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,하하하,qwen3-8b,ko,trial6
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,또는 이모티콘 같은 흔한 표현을 흉내...,qwen3-8b,ko,trial6
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,충만하거나 과부하 상태. 빈 자리는 ...,qwen3-8b,ko,trial6
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,요구사항,qwen3-8b,ko,trial6
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,dulap,qwen3-8b,ko,trial6
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,"이를 통해 만들어진 가상의 언어에서,...",qwen3-8b,ko,trial6
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,의미,qwen3-8b,ko,trial6
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,vurra,qwen3-8b,ko,trial7
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,의미,qwen3-8b,ko,trial7
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.",(해설) : 어린아이가 자라나고 있는...,qwen3-8b,ko,trial7
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,출력 형식,qwen3-8b,ko,trial7
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,"가장 유니버설한 인식의 표현으로, 어...",qwen3-8b,ko,trial7
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,"한국어의 문법체계, 일본어의 음가, ...",qwen3-8b,ko,trial7
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,"또는, 그런 상태를 가리키는 표현.
...",qwen3-8b,ko,trial7
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,"중요 사항:
- 모든 음성상징어는 백...",qwen3-8b,ko,trial7
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,"""신이 나서 잘난 체하며 얄미울 정도...",qwen3-8b,ko,trial7
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,추가 설명,qwen3-8b,ko,trial7
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,그리고 그 느낌이 길게 이어지는 상태...,qwen3-8b,ko,trial8
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,mikyria,qwen3-8b,ko,trial8
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.","한국어로의 상징어는 ""마바미"" 또는 ...",qwen3-8b,ko,trial8
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,"빙글빙글, 빙글빙글, 빙글빙글, 빙글...",qwen3-8b,ko,trial8
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,그루르,qwen3-8b,ko,trial8
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,"즉, 가득 차 있고, 충만한 상태
가...",qwen3-8b,ko,trial8
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,미래의 방향,qwen3-8b,ko,trial8
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,의미,qwen3-8b,ko,trial8
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,(이런 사람을 봤을 때 나를 씁쓸하게...,qwen3-8b,ko,trial8
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,"한국어: 가득
일본어: 一杯 (いっは...",qwen3-8b,ko,trial8
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,text,qwen3-8b,ko,trial9
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,"예를 들어, 잎이 말라 씌고 있거나,...",qwen3-8b,ko,trial9
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.","(고소포장, 놀이터, 또는 병원에서 ...",qwen3-8b,ko,trial9
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,타카이,qwen3-8b,ko,trial9
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,문맥,qwen3-8b,ko,trial9
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,,qwen3-8b,ko,trial9
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,"또는 그런 상태
예시 :
- 빈 캔에...",qwen3-8b,ko,trial9
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,쉽게 이루어진다. 또는 부담이 없는 ...,qwen3-8b,ko,trial9
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,"(예: ""너는 지금은 꼬집고 있지만,...",qwen3-8b,ko,trial9
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,가득,qwen3-8b,ko,trial9
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,시각적 표현,qwen3-8b,ko,trial10
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,"또는, 풍경이 마르고 가볍고 생기 없...",qwen3-8b,ko,trial10
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.",해당 어휘를 만들어야 하는 룰은 다음...,qwen3-8b,ko,trial10
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,"또는, 손으로 털을 밀어올리는 것. ...",qwen3-8b,ko,trial10
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,가루루가루,qwen3-8b,ko,trial10
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,의미,qwen3-8b,ko,trial10
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,예시: 1개의 총알이 홀로 빈 캔에 ...,qwen3-8b,ko,trial10
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,또는 매우 간단한 형태의 형태. 또는...,qwen3-8b,ko,trial10
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,신고대,qwen3-8b,ko,trial10
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,pouc,qwen3-8b,ko,trial10
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,"예시 : ""벌레 기어감""의 감각에 가...",qwen3-8b,ko,trial11
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,그리고 그 상태에서 물을 끼얹었을 때...,qwen3-8b,ko,trial11
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.","해결방안 : 
- 각 언어체계를 각각...",qwen3-8b,ko,trial11
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,"해결 방안:
1. 한국어 기초 : ""...",qwen3-8b,ko,trial11
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,pseh,qwen3-8b,ko,trial11
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,한정된 공간에서 다채로운 물체가 채워...,qwen3-8b,ko,trial11
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,safapar,qwen3-8b,ko,trial11
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,lakakakakak,qwen3-8b,ko,trial11
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,"해결 방안 :
1. 분석 : 주어진 ...",qwen3-8b,ko,trial11
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,"예: 채움, 채진, 채우리, 채우다,...",qwen3-8b,ko,trial11
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,구륵,qwen3-14b,ko,trial1
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,라라루,qwen3-14b,ko,trial1
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.","『한국어 외국어 사전』에 따르면, 힌...",qwen3-14b,ko,trial1
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,"단어는 1~2음절, 음성상징어로, 풍...",qwen3-14b,ko,trial1
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,"단어는 한글로 쓰되, 음성상징어(음성...",qwen3-14b,ko,trial1
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,mikyaa,qwen3-14b,ko,trial1
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,"예: ""이 가방은 책을 꽉 채우고 있...",qwen3-14b,ko,trial1
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,미라미,qwen3-14b,ko,trial1
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,"""나는 신이야! ㅋㅋ"" (모방)

고...",qwen3-14b,ko,trial1
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,가득,qwen3-14b,ko,trial1
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,~가 끼어,qwen3-14b,ko,trial2
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,가마솥,qwen3-14b,ko,trial2
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.",흔히 아이의 이 상황을 '다리 쏙'이...,qwen3-14b,ko,trial2
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,"보통은 흔들림이 좌우로, 앞뒤로, 또...",qwen3-14b,ko,trial2
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,나스레,qwen3-14b,ko,trial2
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,가득,qwen3-14b,ko,trial2
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,밀도,qwen3-14b,ko,trial2
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,"""가볍게""와 비슷하지만, 이 경우 더...",qwen3-14b,ko,trial2
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,고기,qwen3-14b,ko,trial2
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,"(예: '정말 풍족한 생활이지만, 자...",qwen3-14b,ko,trial2
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,kraa,qwen3-14b,ko,trial3
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,"예: 마른 잎, 말라버린 꽃

물론입...",qwen3-14b,ko,trial3
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.",타이레,qwen3-14b,ko,trial3
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,의미,qwen3-14b,ko,trial3
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,미르코트,qwen3-14b,ko,trial3
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,비슷한 뜻의 어휘로 '포화 상태' 또...,qwen3-14b,ko,trial3
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,kutu,qwen3-14b,ko,trial3
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,가볍다,qwen3-14b,ko,trial3
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,예시 음성상징어,qwen3-14b,ko,trial3
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,kima,qwen3-14b,ko,trial3
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,Kurut,qwen3-14b,ko,trial4
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,"예: 건조한 나무, 말린 과일, 건조...",qwen3-14b,ko,trial4
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.",이 표현은 한국어의 속담이나 으름정 ...,qwen3-14b,ko,trial4
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,"(의사소통 언어학에서, '춤'의 의미...",qwen3-14b,ko,trial4
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,이 작업을 수행할 때는 다음 원칙을 ...,qwen3-14b,ko,trial4
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,믹야리어,qwen3-14b,ko,trial4
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,(예: '이 냉장고는 음식을 가득 채...,qwen3-14b,ko,trial4
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,(예: 그 물건은 매우 가벼운 상태다...,qwen3-14b,ko,trial4
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,k’zav,qwen3-14b,ko,trial4
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,차만,qwen3-14b,ko,trial4
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,"(예: 가려움, 가려운, 끌기, 기어...",qwen3-14b,ko,trial5
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,건조함에 강한 생물에 의한 흔적이지만...,qwen3-14b,ko,trial5
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.","쿡쿡, 쿡쿡.
**음성상징어** :
...",qwen3-14b,ko,trial5
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,흔히 '엉덩이 흔들기' 또는 '힙스와...,qwen3-14b,ko,trial5
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,단어가 2자이어야 한다. 음성상징어이...,qwen3-14b,ko,trial5
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,다 채운,qwen3-14b,ko,trial5
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,tik,qwen3-14b,ko,trial5
