index,ipa,alphabet,score_abrupt-continuous,score_beautiful-ugly,score_big-small,score_dangerous-safe,score_delicate-rugged,score_exciting-calming,score_fast-slow,score_good-bad,score_happy-sad,score_hard-soft,score_harsh-mellow,score_heavy-light,score_inhibited-free,score_interesting-uninteresting,score_masculine-feminine,score_ordinary-unique,score_passive-active,score_pleasant-unpleasant,score_realistic-fantastical,score_sharp-round,score_simple-complex,score_solid-nonsolid,score_strong-weak,score_tense-relaxed
989,siðow,see-though,0.0,-0.06595999999999999,0.20787999999999998,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0764,0.0,0.15374000000000002,0.0,0.0,0.229586,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
990,sizi,seezee,0.0,-0.08245,0.44114999999999993,0.0,0.0,-0.17335,-0.25325,0.0,-0.20615,0.0955,0.0,0.2841,0.0,0.0,0.403465,0.0,0.1524,0.0,-0.1372,-0.2569,0.0,0.0,0.0,0.0
991,sizej,seezaye,0.0,-0.06595999999999999,0.20787999999999998,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0764,0.0,0.15374000000000002,0.0,0.0,0.229586,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
992,sizow,seezow,0.0,-0.06595999999999999,0.20787999999999998,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0764,0.0,0.15374000000000002,0.0,0.0,0.229586,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
993,sifi,seefee,0.0,-0.1649,0.5196999999999999,0.0,0.0,-0.17335,-0.25325,0.0,-0.20615,0.191,0.0,0.3843500000000001,0.0,0.0,0.5739650000000001,0.0,0.1524,0.0,-0.1372,-0.2569,0.0,0.0,0.0,0.0
994,sifej,seefaye,0.0,-0.13191999999999998,0.27071999999999996,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.1528,0.0,0.23394000000000004,0.0,0.0,0.36598600000000003,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
995,sifow,seefow,0.0,-0.13191999999999998,0.27071999999999996,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.1528,0.0,0.23394000000000004,0.0,0.0,0.36598600000000003,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
996,sisej,seesaye,0.0,-0.13191999999999998,0.27071999999999996,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.1528,0.0,0.23394000000000004,0.0,0.0,0.36598600000000003,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
997,sisow,seesow,0.0,-0.13191999999999998,0.27071999999999996,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.1528,0.0,0.23394000000000004,0.0,0.0,0.36598600000000003,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
998,siʃi,seeshee,0.0,-0.1649,0.5196999999999999,0.0,0.0,-0.17335,-0.25325,0.0,-0.20615,0.191,0.0,0.3843500000000001,0.0,0.0,0.5739650000000001,0.0,0.1524,0.0,-0.1372,-0.2569,0.0,0.0,0.0,0.0
999,siʃej,seeshaye,0.0,-0.13191999999999998,0.27071999999999996,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.1528,0.0,0.23394000000000004,0.0,0.0,0.36598600000000003,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1000,siʃow,seeshow,0.0,-0.13191999999999998,0.27071999999999996,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.1528,0.0,0.23394000000000004,0.0,0.0,0.36598600000000003,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1001,sibej,seebaye,0.0,0.012580000000000003,0.13191999999999998,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0764,0.0,0.07854000000000001,0.0,0.053959999999999994,0.140986,0.0,0.06096,0.0,-0.05488,-0.011162000000000005,0.0,0.0,0.0,0.0
1002,sibow,seebow,0.0,0.012580000000000003,0.13191999999999998,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0764,0.0,0.07854000000000001,0.0,0.053959999999999994,0.140986,0.0,0.06096,0.0,-0.05488,-0.011162000000000005,0.0,0.0,0.0,0.0
1003,sidej,seedaye,0.0,0.012580000000000003,0.13191999999999998,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0764,0.0,0.07854000000000001,0.0,0.053959999999999994,0.140986,0.0,0.06096,0.0,-0.05488,-0.011162000000000005,0.0,0.0,0.0,0.0
1004,siɡi,seeggee,0.0,-0.08245,0.44114999999999993,0.0,0.0,-0.17335,-0.25325,0.0,-0.20615,0.0955,0.0,0.2841,0.0,0.0,0.403465,0.0,0.1524,0.0,-0.1372,-0.2569,0.0,0.0,0.0,0.0
1005,siɡej,seegaye,0.0,-0.06595999999999999,0.20787999999999998,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0764,0.0,0.15374000000000002,0.0,0.0,0.229586,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1006,sipi,seepee,-0.12275,-0.08245,0.44114999999999993,-0.093875,0.12,-0.27725,-0.351025,0.0,-0.20615,-0.05174999999999999,-0.1212,0.2841,-0.102625,0.0,0.23446500000000003,0.0,0.1524,0.0,-0.22378499999999998,-0.41943,0.0,-0.10275,-0.05735,-0.1244
1007,sipej,seepaye,-0.0982,-0.06595999999999999,0.20787999999999998,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.04139999999999999,-0.09696,0.15374000000000002,-0.08209999999999999,0.0,0.09438600000000001,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1008,sipow,seepow,-0.0982,-0.06595999999999999,0.20787999999999998,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.04139999999999999,-0.09696,0.15374000000000002,-0.08209999999999999,0.0,0.09438600000000001,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1009,sitej,seetaye,-0.0982,-0.06595999999999999,0.20787999999999998,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.04139999999999999,-0.09696,0.15374000000000002,-0.08209999999999999,0.0,0.09438600000000001,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1010,siki,seekee,-0.12275,-0.08245,0.44114999999999993,-0.093875,0.12,-0.27725,-0.351025,0.0,-0.20615,-0.05174999999999999,-0.1212,0.2841,-0.102625,0.0,0.23446500000000003,0.0,0.1524,0.0,-0.22378499999999998,-0.41943,0.0,-0.10275,-0.05735,-0.1244
1011,sikej,seekaye,-0.0982,-0.06595999999999999,0.20787999999999998,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.04139999999999999,-0.09696,0.15374000000000002,-0.08209999999999999,0.0,0.09438600000000001,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1012,sejli,saylee,0.16999999999999998,-0.14256,0.31151999999999996,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.2542,0.17964,0.28014,0.10432,0.0,0.375186,-0.0692,-0.06906,0.0,-0.05488,0.09757799999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
1013,sejlej,saylaye,0.14166666666666666,-0.1188,0.13873333333333335,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.21183333333333332,0.1497,0.17216666666666666,0.08693333333333332,0.0,0.23500000000000001,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
1014,sejlow,saylow,0.14166666666666666,-0.1188,0.13873333333333335,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.21183333333333332,0.1497,0.17216666666666666,0.08693333333333332,0.0,0.23500000000000001,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
1015,sejmi,saymee,0.16999999999999998,-0.14256,0.31151999999999996,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.2542,0.17964,0.28014,0.10432,0.0,0.375186,-0.0692,-0.06906,0.0,-0.05488,0.09757799999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
1016,sejmej,saymaye,0.14166666666666666,-0.1188,0.13873333333333335,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.21183333333333332,0.1497,0.17216666666666666,0.08693333333333332,0.0,0.23500000000000001,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
1017,sejmow,saymow,0.14166666666666666,-0.1188,0.13873333333333335,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.21183333333333332,0.1497,0.17216666666666666,0.08693333333333332,0.0,0.23500000000000001,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
1018,sejni,saynee,0.16999999999999998,-0.14256,0.31151999999999996,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.2542,0.17964,0.28014,0.10432,0.0,0.375186,-0.0692,-0.06906,0.0,-0.05488,0.09757799999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
1019,sejnej,saynaye,0.14166666666666666,-0.1188,0.13873333333333335,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.21183333333333332,0.1497,0.17216666666666666,0.08693333333333332,0.0,0.23500000000000001,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
1020,sejnow,saynow,0.14166666666666666,-0.1188,0.13873333333333335,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.21183333333333332,0.1497,0.17216666666666666,0.08693333333333332,0.0,0.23500000000000001,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
1021,sejvi,sayvee,0.0,-0.06595999999999999,0.20787999999999998,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0764,0.0,0.15374000000000002,0.0,0.0,0.229586,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1022,sejvej,sayvaye,0.0,-0.054966666666666664,0.052366666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.06366666666666666,0.0,0.06683333333333334,0.0,0.0,0.11366666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023,sejvow,sayvow,0.0,-0.054966666666666664,0.052366666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.06366666666666666,0.0,0.06683333333333334,0.0,0.0,0.11366666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,sejði,saythey,0.0,-0.06595999999999999,0.20787999999999998,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0764,0.0,0.15374000000000002,0.0,0.0,0.229586,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1025,sejðej,say-they,0.0,-0.054966666666666664,0.052366666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.06366666666666666,0.0,0.06683333333333334,0.0,0.0,0.11366666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,sejðow,say-though,0.0,-0.054966666666666664,0.052366666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.06366666666666666,0.0,0.06683333333333334,0.0,0.0,0.11366666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1027,sejzi,sayzee,0.0,-0.06595999999999999,0.20787999999999998,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0764,0.0,0.15374000000000002,0.0,0.0,0.229586,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1028,sejzej,sayzaye,0.0,-0.054966666666666664,0.052366666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.06366666666666666,0.0,0.06683333333333334,0.0,0.0,0.11366666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1029,sejzow,sayzow,0.0,-0.054966666666666664,0.052366666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.06366666666666666,0.0,0.06683333333333334,0.0,0.0,0.11366666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1030,sejfi,sayfee,0.0,-0.13191999999999998,0.27071999999999996,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.1528,0.0,0.23394000000000004,0.0,0.0,0.36598600000000003,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1031,sejfej,sayfaye,0.0,-0.10993333333333333,0.10473333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.12733333333333333,0.0,0.13366666666666668,0.0,0.0,0.22733333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1032,sejfow,sayfow,0.0,-0.10993333333333333,0.10473333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.12733333333333333,0.0,0.13366666666666668,0.0,0.0,0.22733333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1033,sejsi,saysee,0.0,-0.13191999999999998,0.27071999999999996,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.1528,0.0,0.23394000000000004,0.0,0.0,0.36598600000000003,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1034,sejsej,saysaye,0.0,-0.10993333333333333,0.10473333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.12733333333333333,0.0,0.13366666666666668,0.0,0.0,0.22733333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1035,sejsow,saysow,0.0,-0.10993333333333333,0.10473333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.12733333333333333,0.0,0.13366666666666668,0.0,0.0,0.22733333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1036,sejʃi,sayshee,0.0,-0.13191999999999998,0.27071999999999996,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.1528,0.0,0.23394000000000004,0.0,0.0,0.36598600000000003,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1037,sejʃej,sayshaye,0.0,-0.10993333333333333,0.10473333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.12733333333333333,0.0,0.13366666666666668,0.0,0.0,0.22733333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1038,sejʃow,sayshow,0.0,-0.10993333333333333,0.10473333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.12733333333333333,0.0,0.13366666666666668,0.0,0.0,0.22733333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1039,sejbi,saybee,0.0,0.012580000000000003,0.13191999999999998,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0764,0.0,0.07854000000000001,0.0,0.053959999999999994,0.140986,0.0,0.06096,0.0,-0.05488,-0.011162000000000005,0.0,0.0,0.0,0.0
1040,sejbej,saybaye,0.0,0.010483333333333336,-0.010933333333333342,0.0,0.0,0.0,0.0,0.0,0.0,0.06366666666666666,0.0,0.00416666666666667,0.0,0.04496666666666666,0.03983333333333334,0.0,0.0,0.0,0.0,0.07633166666666667,0.0,0.0,0.0,0.0
1041,sejbow,saybow,0.0,0.010483333333333336,-0.010933333333333342,0.0,0.0,0.0,0.0,0.0,0.0,0.06366666666666666,0.0,0.00416666666666667,0.0,0.04496666666666666,0.03983333333333334,0.0,0.0,0.0,0.0,0.07633166666666667,0.0,0.0,0.0,0.0
1042,sejdi,saydee,0.0,0.012580000000000003,0.13191999999999998,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0764,0.0,0.07854000000000001,0.0,0.053959999999999994,0.140986,0.0,0.06096,0.0,-0.05488,-0.011162000000000005,0.0,0.0,0.0,0.0
1043,sejdej,saydaye,0.0,0.010483333333333336,-0.010933333333333342,0.0,0.0,0.0,0.0,0.0,0.0,0.06366666666666666,0.0,0.00416666666666667,0.0,0.04496666666666666,0.03983333333333334,0.0,0.0,0.0,0.0,0.07633166666666667,0.0,0.0,0.0,0.0
1044,sejdow,saydow,0.0,0.010483333333333336,-0.010933333333333342,0.0,0.0,0.0,0.0,0.0,0.0,0.06366666666666666,0.0,0.00416666666666667,0.0,0.04496666666666666,0.03983333333333334,0.0,0.0,0.0,0.0,0.07633166666666667,0.0,0.0,0.0,0.0
1045,sejɡi,sayggee,0.0,-0.06595999999999999,0.20787999999999998,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0764,0.0,0.15374000000000002,0.0,0.0,0.229586,0.0,0.06096,0.0,-0.05488,-0.10276,0.0,0.0,0.0,0.0
1046,sejɡej,saygaye,0.0,-0.054966666666666664,0.052366666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.06366666666666666,0.0,0.06683333333333334,0.0,0.0,0.11366666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1047,sejɡow,saygow,0.0,-0.054966666666666664,0.052366666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.06366666666666666,0.0,0.06683333333333334,0.0,0.0,0.11366666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1048,sejpi,saypee,-0.0982,-0.06595999999999999,0.20787999999999998,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.04139999999999999,-0.09696,0.15374000000000002,-0.08209999999999999,0.0,0.094386,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1049,sejpej,saypaye,-0.08183333333333333,-0.054966666666666664,0.052366666666666666,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.034499999999999996,-0.0808,0.06683333333333334,-0.06841666666666667,0.0,0.0010000000000000009,0.0,0.0,0.0,-0.05772333333333333,-0.10835333333333334,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1050,sejpow,saypow,-0.08183333333333333,-0.054966666666666664,0.052366666666666666,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.034499999999999996,-0.0808,0.06683333333333334,-0.06841666666666667,0.0,0.0010000000000000009,0.0,0.0,0.0,-0.05772333333333333,-0.10835333333333334,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1051,sejti,saytee,-0.0982,-0.06595999999999999,0.20787999999999998,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.04139999999999999,-0.09696,0.15374000000000002,-0.08209999999999999,0.0,0.094386,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1052,sejtej,saytaye,-0.08183333333333333,-0.054966666666666664,0.052366666666666666,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.034499999999999996,-0.0808,0.06683333333333334,-0.06841666666666667,0.0,0.0010000000000000009,0.0,0.0,0.0,-0.05772333333333333,-0.10835333333333334,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1053,sejtow,saytow,-0.08183333333333333,-0.054966666666666664,0.052366666666666666,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.034499999999999996,-0.0808,0.06683333333333334,-0.06841666666666667,0.0,0.0010000000000000009,0.0,0.0,0.0,-0.05772333333333333,-0.10835333333333334,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1054,sejki,saykee,-0.0982,-0.06595999999999999,0.20787999999999998,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.04139999999999999,-0.09696,0.15374000000000002,-0.08209999999999999,0.0,0.094386,0.0,0.06096,0.0,-0.124148,-0.23278400000000002,0.0,-0.0822,-0.04588,-0.09952
1055,sejkej,saykaye,-0.08183333333333333,-0.054966666666666664,0.052366666666666666,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.034499999999999996,-0.0808,0.06683333333333334,-0.06841666666666667,0.0,0.0010000000000000009,0.0,0.0,0.0,-0.05772333333333333,-0.10835333333333334,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1056,sejkow,sayko,-0.08183333333333333,-0.054966666666666664,0.052366666666666666,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.034499999999999996,-0.0808,0.06683333333333334,-0.06841666666666667,0.0,0.0010000000000000009,0.0,0.0,0.0,-0.05772333333333333,-0.10835333333333334,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1057,sɑli,sahlee,0.2125,-0.1782,0.38939999999999997,0.13895,-0.22625,0.130325,0.0557,0.0,-0.103075,0.31775,0.22455,0.350175,0.1304,0.0,0.4689825,-0.0865,-0.086325,0.0,-0.0686,0.12197249999999998,-0.187795,0.18525,0.158975,0.165775
1058,sɑlej,sahlaye,0.16999999999999998,-0.14256,0.16648000000000002,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.2542,0.17964,0.20659999999999998,0.10432,0.0,0.28200000000000003,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
1059,sɑlow,sahlow,0.16999999999999998,-0.14256,0.16648000000000002,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.2542,0.17964,0.20659999999999998,0.10432,0.0,0.28200000000000003,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
1060,sɑmi,sahmee,0.2125,-0.1782,0.38939999999999997,0.13895,-0.22625,0.130325,0.0557,0.0,-0.103075,0.31775,0.22455,0.350175,0.1304,0.0,0.4689825,-0.0865,-0.086325,0.0,-0.0686,0.12197249999999998,-0.187795,0.18525,0.158975,0.165775
1061,sɑmej,sahmaye,0.16999999999999998,-0.14256,0.16648000000000002,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.2542,0.17964,0.20659999999999998,0.10432,0.0,0.28200000000000003,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
1062,sɑmow,sahmow,0.16999999999999998,-0.14256,0.16648000000000002,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.2542,0.17964,0.20659999999999998,0.10432,0.0,0.28200000000000003,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
1063,sɑni,sahnee,0.2125,-0.1782,0.38939999999999997,0.13895,-0.22625,0.130325,0.0557,0.0,-0.103075,0.31775,0.22455,0.350175,0.1304,0.0,0.4689825,-0.0865,-0.086325,0.0,-0.0686,0.12197249999999998,-0.187795,0.18525,0.158975,0.165775
1064,sɑnej,sahnaye,0.16999999999999998,-0.14256,0.16648000000000002,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.2542,0.17964,0.20659999999999998,0.10432,0.0,0.28200000000000003,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
1065,sɑvi,sahvee,0.0,-0.08245,0.25984999999999997,0.0,0.0,-0.086675,-0.126625,0.0,-0.103075,0.0955,0.0,0.192175,0.0,0.0,0.28698250000000003,0.0,0.0762,0.0,-0.0686,-0.12845,0.0,0.0,0.0,0.0
1066,sɑvej,sahvaye,0.0,-0.06595999999999999,0.06284,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0.0,0.08020000000000001,0.0,0.0,0.13640000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1067,sɑði,sahthey,0.0,-0.08245,0.25984999999999997,0.0,0.0,-0.086675,-0.126625,0.0,-0.103075,0.0955,0.0,0.192175,0.0,0.0,0.28698250000000003,0.0,0.0762,0.0,-0.0686,-0.12845,0.0,0.0,0.0,0.0
1068,sɑðej,sah-they,0.0,-0.06595999999999999,0.06284,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0.0,0.08020000000000001,0.0,0.0,0.13640000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1069,sɑðow,sah-though,0.0,-0.06595999999999999,0.06284,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0.0,0.08020000000000001,0.0,0.0,0.13640000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1070,sɑzi,sahzee,0.0,-0.08245,0.25984999999999997,0.0,0.0,-0.086675,-0.126625,0.0,-0.103075,0.0955,0.0,0.192175,0.0,0.0,0.28698250000000003,0.0,0.0762,0.0,-0.0686,-0.12845,0.0,0.0,0.0,0.0
1071,sɑzej,sahzaye,0.0,-0.06595999999999999,0.06284,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0.0,0.08020000000000001,0.0,0.0,0.13640000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1072,sɑzow,sahzow,0.0,-0.06595999999999999,0.06284,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0.0,0.08020000000000001,0.0,0.0,0.13640000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1073,sɑfej,sahfaye,0.0,-0.13191999999999998,0.12568,0.0,0.0,0.0,0.0,0.0,0.0,0.1528,0.0,0.16040000000000001,0.0,0.0,0.27280000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,sɑfow,sahfow,0.0,-0.13191999999999998,0.12568,0.0,0.0,0.0,0.0,0.0,0.0,0.1528,0.0,0.16040000000000001,0.0,0.0,0.27280000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075,sɑsi,sahsee,0.0,-0.1649,0.3384,0.0,0.0,-0.086675,-0.126625,0.0,-0.103075,0.191,0.0,0.29242500000000005,0.0,0.0,0.4574825,0.0,0.0762,0.0,-0.0686,-0.12845,0.0,0.0,0.0,0.0
1076,sɑsej,sahsaye,0.0,-0.13191999999999998,0.12568,0.0,0.0,0.0,0.0,0.0,0.0,0.1528,0.0,0.16040000000000001,0.0,0.0,0.27280000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077,sɑsow,sahsow,0.0,-0.13191999999999998,0.12568,0.0,0.0,0.0,0.0,0.0,0.0,0.1528,0.0,0.16040000000000001,0.0,0.0,0.27280000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078,sɑʃi,sahshee,0.0,-0.1649,0.3384,0.0,0.0,-0.086675,-0.126625,0.0,-0.103075,0.191,0.0,0.29242500000000005,0.0,0.0,0.4574825,0.0,0.0762,0.0,-0.0686,-0.12845,0.0,0.0,0.0,0.0
1079,sɑʃej,sahshaye,0.0,-0.13191999999999998,0.12568,0.0,0.0,0.0,0.0,0.0,0.0,0.1528,0.0,0.16040000000000001,0.0,0.0,0.27280000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
